City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
354,masterton,-40.9597,175.6575,288.09,56,8,2.15,NZ,1712093468
355,katsuren-haebaru,26.3369,127.8719,298.37,87,100,5.66,JP,1712093468
356,perry,37.2506,-83.1999,296.25,75,100,4.83,US,1712093422
357,salaqi,40.5414,110.5108,280.83,51,46,2.39,CN,1712093469
358,quinte west,44.1834,-77.5662,284.22,46,100,3.09,CA,1712093469
359,south weber,41.1324,-111.9302,287.91,44,0,2.57,US,1712093189
360,itoman,26.1247,127.6694,298.37,94,75,6.17,JP,1712093470
361,vel'sk,61.0701,42.0983,274.97,90,100,3.58,RU,1712093303
362,lycksele,64.5954,18.6735,257.08,92,20,2.57,SE,1712093471
363,susuman,62.7833,148.1667,250.36,93,9,0.89,RU,1712093472
